template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
symbol,0621980ab28ddef5dfbed02afa08d2d04f1e6ab6,ㄓ,19,4,3up:DFPBiaoKai-W5-ZhuIn-BFW#15153:重:ㄓㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15150:壯:ㄓㄨㄤˋ;3up:DFPBiaoKai-W5-PoIn2-BFW#15136:著:ㄓㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15148:準:ㄓㄨㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15152:中:ㄓㄨㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15145:轉:ㄓㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15140:追:ㄓㄨㄟ;3up:n@dW5@#15153:種:ㄓㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15149:裝:ㄓㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15143:專:ㄓㄨㄢ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15152:中:ㄓㄨㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15153:重:ㄓㄨㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,5088e42fcc88901dfb9ea130d78bcf1666968539,ㄓ,9,2,3up:DFPYuanW5-ZhuIn-BFW#15154:重:ㄓㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15155:種:ㄓㄨㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#15153:鐘:ㄓㄨㄥ;3up:DFPYuanW5-ZhuIn-BFW#15151:撞:ㄓㄨㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#15149:準:ㄓㄨㄣˇ;3up:DFPYuanW5-PoIn1-BFW#15145:轉:ㄓㄨㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#15141:追:ㄓㄨㄟ;3up:DFPYuanW5-PoIn1-BFW#15154:中:ㄓㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15146:轉:ㄓㄨㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,67d206ed90488f44ce107353c75b463a8c48768e,ㄓ,13,3,3up:DFPBiaoKai-W5-PoIn1-BFW#15125:長:ㄓㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15118:戰:ㄓㄢˋ;3up:n@dW5@#15125:長:ㄓㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15109:招:ㄓㄠ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15113:週:ㄓㄡ;3up:n@dW5@#15118:占:ㄓㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15125:掌:ㄓㄤˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#15125:長:ㄓㄤˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15115:皺:ㄓㄡˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15118:站:ㄓㄢˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15113:周:ㄓㄡ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15109:招:ㄓㄠ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,70ff1a64520995df767fe9f2ea2419205c0895ce,ㄓ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15154:種:ㄓㄨㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15154:種:ㄓㄨㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,713d5255b1832d6effa8e4d30be2fe4fc8735c3c,ㄓ,26,2,3up:DFPBiaoKai-W5-PoIn1-BFW#15110:著:ㄓㄠˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15112:找:ㄓㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15132:主:ㄓㄨˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15120:真:ㄓㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15128:整:ㄓㄥˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15127:正:ㄓㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15119:展:ㄓㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15124:障:ㄓㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15122:診:ㄓㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15102:摺:ㄓㄜˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15104:者:ㄓㄜˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15121:陣:ㄓㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,72543355f926e916c51324de3dd670330488e77e,ㄓ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15101:著:˙ㄓㄜ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15101:著:˙ㄓㄜ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7b453e847b954cd6ceb2c2110eba5138da5415b1,ㄓ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15126:爭:ㄓㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15126:徵:ㄓㄥ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,a0407a8184f5db665efafffc64731342d14f3286,ㄓ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15094:制:ㄓˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15094:致:ㄓˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b55e013f4733bf89557ec58dc0d10d24074ddf11,ㄓ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15103:這:ㄓㄜˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15103:這:ㄓㄜˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,e6927180cdd38429037c5677d16104d2a8c43ce5,ㄓ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15095:指:ㄓˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15092:支:ㄓ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15093:直:ㄓˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15093:直:ㄓˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15092:之:ㄓ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15095:只:ㄓˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,f099c79f2008ccb61448cc68129fae2f8ff4f426,ㄓ,25,3,3up:DFPYuanW5-ZhuIn-BFW#15109:窄:ㄓㄞˇ;3up:DFPYuanW5-ZhuIn-BFW#15129:整:ㄓㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#15104:這:ㄓㄜˋ;3up:DFPYuanW5-PoIn1-BFW#15126:長:ㄓㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#15095:至:ㄓˋ;3up:DFPYuanW5-ZhuIn-BFW#15113:找:ㄓㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#15093:知:ㄓ;3up:DFPYuanW5-ZhuIn-BFW#15105:者:ㄓㄜˇ;3up:DFPYuanW5-ZhuIn-BFW#15128:症:ㄓㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15133:主:ㄓㄨˇ;3up:DFPYuanW5-ZhuIn-BFW#15102:著:˙ㄓㄜ;3up:DFPYuanW5-ZhuIn-BFW#15096:指:ㄓˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fa4899e2508c1c5fa205c66d479d7f1d704e2542,ㄓ,3,3,3up:DFHeiChuIn-Bd-BPMW-BF#15196:重:ㄓㄨㄥˋ;3up:DFHeiPoIn2-Bd-BPMW-BF#15179:著:ㄓㄨㄛˊ;3up:DFHeiPoIn1-Bd-BPMW-BF#15196:中:ㄓㄨㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,438aa23b345d27a6d3b901cc91f9477cbdabc14f,ㄕ,14,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15274:睡:ㄕㄨㄟˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15280:雙:ㄕㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15268:說:ㄕㄨㄛ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15278:順:ㄕㄨㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15275:水:ㄕㄨㄟˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15270:摔:ㄕㄨㄞ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15271:帥:ㄕㄨㄞˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15278:順:ㄕㄨㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15274:睡:ㄕㄨㄟˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15270:衰:ㄕㄨㄞ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15268:說:ㄕㄨㄛ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15275:水:ㄕㄨㄟˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,76ed0735558939a614745657c87ac8650a0b1347,ㄕ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15257:賞:ㄕㄤˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15257:賞:ㄕㄤˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,782befd4166f1ba6716ea6b735fd47f0f7ab5f34,ㄕ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15225:是:ㄕˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15224:食:ㄕˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15222:師:ㄕ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15225:是:ㄕˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15224:食:ㄕˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15222:師:ㄕ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,9b54f53582a592fb50eb760a2c3d296d335c8e13,ㄕ,37,4,3up:DFPBiaoKai-W5-ZhuIn-BFW#15258:生:ㄕㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15265:暑:ㄕㄨˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15256:上:ㄕㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15238:誰:ㄕㄟˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15262:書:ㄕㄨ;3up:DFPBiaoKai-W5-PoIn3-BFW#15251:什:ㄕㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15245:受:ㄕㄡˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15254:傷:ㄕㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15233:設:ㄕㄜˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15242:少:ㄕㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15236:晒:ㄕㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15243:收:ㄕㄡ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,9bae125d302cbdff16a4b4ff13ad5369039339b3,ㄕ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15250:身:ㄕㄣ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15250:身:ㄕㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ac377163647b57d687bd0c42546989e3d0bdc687,ㄕ,57,10,3down:YenRoundZuinnEG-Md#15182:神:ㄕㄣˊ;3down:YenRoundZuinnEG-Md#15189:生:ㄕㄥ;3down:YenRoundZuinnEG-Md#15191:繩:ㄕㄥˊ;3down:YenRoundZuinnEG-Bd#15189:生:ㄕㄥ;3down:YenRoundZuinnEG-Bd#15194:舒:ㄕㄨ;3down:YenRoundZuinnEG-Bd#15219:是:ㄕˋ;3down:YenRoundZuinnEG-Bd#15191:繩:ㄕㄥˊ;3down:YenRoundZuinnEG-Bd#15164:社:ㄕㄜˋ;3down:YenRoundZuinnEG-Bd#15178:閃:ㄕㄢˇ;3down:YenRoundZuinnEG-Bd#15209:雙:ㄕㄨㄤ;3down:YenRoundZuinnEG-Bd#15203:水:ㄕㄨㄟˇ;3down:YenRoundZuinnEG-Md#15208:順:ㄕㄨㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,b957904df705595749ab6534fe09663c1b58e8ac,ㄕ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15226:始:ㄕˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15226:始:ㄕˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c11e2b9408cf340d500b665d5f740084578407c5,ㄕ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15244:熟:ㄕㄡˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15246:手:ㄕㄡˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15244:熟:ㄕㄡˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15246:手:ㄕㄡˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,cdba2fc23c75e3b5b88ad66a5611ed2089bedceb,ㄕ,6,1,3up:DFPYuanW5-ZhuIn-BFW#15275:睡:ㄕㄨㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#15269:說:ㄕㄨㄛ;3up:DFPYuanW5-ZhuIn-BFW#15276:水:ㄕㄨㄟˇ;3up:DFPYuanW5-ZhuIn-BFW#15281:雙:ㄕㄨㄤ;3up:DFPYuanW5-ZhuIn-BFW#15283:爽:ㄕㄨㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#15279:順:ㄕㄨㄣˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,f391ad8918d623a156db91f38261f050cc41228d,ㄕ,21,1,3up:DFPYuanW5-ZhuIn-BFW#15263:書:ㄕㄨ;3up:DFPYuanW5-ZhuIn-BFW#15226:是:ㄕˋ;3up:DFPYuanW5-ZhuIn-BFW#15257:上:ㄕㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#15251:身:ㄕㄣ;3up:DFPYuanW5-ZhuIn-BFW#15239:誰:ㄕㄟˊ;3up:DFPYuanW5-ZhuIn-BFW#15265:數:ㄕㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#15225:時:ㄕˊ;3up:DFPYuanW5-ZhuIn-BFW#15243:少:ㄕㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#15223:師:ㄕ;3up:DFPYuanW5-ZhuIn-BFW#15259:生:ㄕㄥ;3up:DFPYuanW5-ZhuIn-BFW#15249:擅:ㄕㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#15247:守:ㄕㄡˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,0121e227ace9651a7440930b9b483b106a9967e2,ㄖ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15283:日:ㄖˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15283:日:ㄖˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,62dcdcd5db7b370c1e326c798c5219229f0d45a7,ㄖ,3,1,3up:DFPYuanW5-ZhuIn-BFW#15316:容:ㄖㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15313:軟:ㄖㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#15308:若:ㄖㄨㄛˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,6a7d5d69436cb68376dd100f7bcaffccd430df2b,ㄖ,10,1,3up:DFPYuanW5-ZhuIn-BFW#15296:認:ㄖㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#15284:日:ㄖˋ;3up:DFPYuanW5-ZhuIn-BFW#15295:人:ㄖㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#15304:如:ㄖㄨˊ;3up:DFPYuanW5-ZhuIn-BFW#15294:染:ㄖㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#15299:讓:ㄖㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#15306:乳:ㄖㄨˇ;3up:DFPYuanW5-ZhuIn-BFW#15291:肉:ㄖㄡˋ;3up:DFPYuanW5-ZhuIn-BFW#15305:入:ㄖㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#15293:然:ㄖㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ae853a3157ce77307fff0d4aea43cff570e80e7e,ㄖ,19,6,3down:YenRoundZuinnEG-Md#15252:如:ㄖㄨˊ;3down:YenRoundZuinnEG-Md#15236:讓:ㄖㄤˋ;3down:YenRoundZuinnEG-Bd#15231:人:ㄖㄣˊ;3down:YenRoundZuinnEG-Md#15255:日:ㄖˋ;3down:YenRoundZuinnEG-Md#15231:人:ㄖㄣˊ;3down:YenRoundZuinnEG-Md#15253:乳:ㄖㄨˇ;3down:YenRoundZuinnEG-Md#15238:仍:ㄖㄥˊ;3down:LinGothicZuinnEG-Bd#15255:日:ㄖˋ;3down:YenRoundZuinnEG-Md#15254:入:ㄖㄨˋ;3down:LinGothicZuinnEG-Md#15255:日:ㄖˋ;3down:LinGothicZuinnEG-Bd#15254:入:ㄖㄨˋ;3down:LinGothicZuinnEG-Bd#15231:人:ㄖㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,da519dc734734ac56b6e7921e9f21ea3e0a4b53a,ㄖ,5,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15312:軟:ㄖㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15315:容:ㄖㄨㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15307:若:ㄖㄨㄛˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15315:容:ㄖㄨㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15312:軟:ㄖㄨㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,26305d54636589cdc443276c1003df32f780b477,ㄗ,4,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#15319:自:ㄗˋ;3down:DFPBiaoKai-W5-PoIn1-BFW#15320:子:ㄗˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15319:自:ㄗˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15320:仔:ㄗˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,38d4d4a7a13a9366c446c4fd64a940c3b51c3ed2,ㄗ,8,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15355:座:ㄗㄨㄛˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15356:左:ㄗㄨㄛˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15363:尊:ㄗㄨㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15354:昨:ㄗㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15366:蹤:ㄗㄨㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15355:做:ㄗㄨㄛˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15356:左:ㄗㄨㄛˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15363:遵:ㄗㄨㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,5e5e51859f5466bf4c7aed0169e67b391a57bb02,ㄗ,25,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#15327:在:ㄗㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15343:怎:ㄗㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15336:走:ㄗㄡˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15323:擇:ㄗㄜˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15333:早:ㄗㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15332:造:ㄗㄠˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15339:讚:ㄗㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15352:組:ㄗㄨˇ;3up:DFPBiaoKai-W5-PoIn1-BFW#15328:載:ㄗㄞˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15322:雜:ㄗㄚˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15347:增:ㄗㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15350:足:ㄗㄨˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,744b9945ebba7f37c763cd0e9f83ab5dd9df0dd2,ㄗ,4,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15318:子:˙ㄗ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15317:資:ㄗ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15318:子:˙ㄗ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15317:諮:ㄗ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,9c2356787cb4e201ddbef49b189fb02391de8f43,ㄗ,11,1,3up:DFPYuanW5-ZhuIn-BFW#15344:怎:ㄗㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15337:走:ㄗㄡˇ;3up:DFPYuanW5-ZhuIn-BFW#15324:則:ㄗㄜˊ;3up:DFPYuanW5-ZhuIn-BFW#15328:再:ㄗㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#15333:皂:ㄗㄠˋ;3up:DFPYuanW5-ZhuIn-BFW#15331:遭:ㄗㄠ;3up:DFPYuanW5-ZhuIn-BFW#15334:棗:ㄗㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#15351:足:ㄗㄨˊ;3up:DFPYuanW5-ZhuIn-BFW#15348:增:ㄗㄥ;3up:DFPYuanW5-ZhuIn-BFW#15323:雜:ㄗㄚˊ;3up:DFPYuanW5-ZhuIn-BFW#15353:組:ㄗㄨˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,aeca258ddbe0a04ce4e9f933239084582d6d0a8b,ㄗ,6,1,3up:DFPYuanW5-ZhuIn-BFW#15364:遵:ㄗㄨㄣ;3up:DFPYuanW5-ZhuIn-BFW#15356:做:ㄗㄨㄛˋ;3up:DFPYuanW5-ZhuIn-BFW#15359:最:ㄗㄨㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#15360:嘴:ㄗㄨㄟˇ;3up:DFPYuanW5-ZhuIn-BFW#15357:左:ㄗㄨㄛˇ;3up:DFPYuanW5-ZhuIn-BFW#15369:總:ㄗㄨㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c3512248881b387c4e0540fabdeff46862eed773,ㄗ,4,2,3up:DFPYuanW5-PoIn1-BFW#15319:子:˙ㄗ;3up:DFPYuanW5-ZhuIn-BFW#15320:自:ㄗˋ;3up:DFPYuanW5-ZhuIn-BFW#15318:資:ㄗ;3up:DFPYuanW5-ZhuIn-BFW#15321:子:ㄗˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ccc2bf3b205c1103a133584e74e6286ffd6f5e7c,ㄗ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#15358:最:ㄗㄨㄟˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15358:最:ㄗㄨㄟˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,f6542d0698ba77aedf81e98e0067d8f3d6cc91cf,ㄗ,37,6,3down:YenRoundZuinnEG-Md#15289:作:ㄗㄨㄛˋ;3down:YenRoundZuinnEG-Md#15264:在:ㄗㄞˋ;3down:YenRoundZuinnEG-Md#15307:自:ㄗˋ;3down:YenRoundZuinnEG-Md#15278:怎:ㄗㄣˇ;3down:YenRoundZuinnEG-Bd#15262:災:ㄗㄞ;3down:YenRoundZuinnEG-Bd#15289:作:ㄗㄨㄛˋ;3down:YenRoundZuinnEG-Bd#15256:資:ㄗ;3down:YenRoundZuinnEG-Bd#15302:足:ㄗㄨˊ;3down:YenRoundZuinnEG-Bd#15292:最:ㄗㄨㄟˋ;3down:YenRoundZuinnEG-Md#15305:子:˙ㄗ;3down:YenRoundZuinnEG-Bd#15305:子:˙ㄗ;3down:YenRoundZuinnEG-Md#15302:足:ㄗㄨˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,48c3152d0b389f35c5d04183bbf5f0788edd4c57,ㄘ,2,1,3up:DFPYuanW5-ZhuIn-BFW#15372:刺:ㄘˋ;3up:DFPYuanW5-ZhuIn-BFW#15373:此:ㄘˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,4c6b7fa7fd38f06eba981725e2956432188c710a,ㄘ,11,1,3up:DFPYuanW5-ZhuIn-BFW#15397:曾:ㄘㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15379:才:ㄘㄞˊ;3up:DFPYuanW5-ZhuIn-BFW#15387:餐:ㄘㄢ;3up:DFPYuanW5-ZhuIn-BFW#15377:廁:ㄘㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#15385:草:ㄘㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#15380:菜:ㄘㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#15401:促:ㄘㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#15381:踩:ㄘㄞˇ;3up:DFPYuanW5-ZhuIn-BFW#15382:操:ㄘㄠ;3up:DFPYuanW5-ZhuIn-BFW#15374:擦:ㄘㄚ;3up:DFPYuanW5-ZhuIn-BFW#15378:猜:ㄘㄞ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,52145b99a1aaf6687dde0e30d9e7a2e19c20c3a1,ㄘ,3,1,3up:DFPYuanW5-ZhuIn-BFW#15418:從:ㄘㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15404:錯:ㄘㄨㄛˋ;3up:DFPYuanW5-ZhuIn-BFW#15414:存:ㄘㄨㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
