reference_mode,variant,glyph_id,body,style_support_count,style_groups,occurrence_count,font_count,file_count,conflict,conflict_detail
variant_gid,Z,4421,ㄑㄧㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,10,3,2,N,
variant_gid,Z,4423,ㄌㄩ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,4425,ㄇㄨ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4428,ㄨㄟ,2,BIAOKAI_W5|YUAN_W3W5,3,2,1,N,
variant_gid,Z,4437,ㄈㄣ,2,BIAOKAI_W5|YUAN_W3W5,2,2,1,N,
variant_gid,Z,4441,ㄇㄛ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,4444,ㄓㄨㄤ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4447,ㄔㄥ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,4455,ㄅㄛ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4464,ㄕㄨ,2,BIAOKAI_W5|HEI_W7,4,2,1,N,
variant_gid,Z,4469,ㄧㄤ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,14,4,7,N,
variant_gid,Z,4474,ㄅㄧㄠ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,23,5,8,N,
variant_gid,Z,4476,ㄇㄛ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,10,3,3,N,
variant_gid,Z,4480,ㄌㄜ,3,BIAOKAI_W5|HEI_W7|KAICHU_MD,8,3,5,N,
variant_gid,Z,4494,ㄐㄧㄝ,1,KAICHU_MD,3,1,3,N,
variant_gid,Z,4510,ㄕㄡ,1,KAICHU_MD,4,1,4,N,
variant_gid,Z,4512,ㄖㄜ,2,KAICHU_MD|YUAN_W7,3,2,3,N,
variant_gid,Z,4516,ㄐㄧㄤ,2,BIAOKAI_W5|KAICHU_MD,4,2,2,N,
variant_gid,Z,4532,ㄓㄡ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4533,ㄆㄢ,1,KAICHU_MD,30,1,5,N,
variant_gid,Z,4541,ㄑㄩㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,21,3,8,N,
variant_gid,Z,4545,ㄇㄚ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,4556,ㄒㄧㄤ,1,KAICHU_MD,3,1,2,N,
variant_gid,Z,4557,ㄈㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,3,3,2,N,
variant_gid,Z,4560,ㄆㄧㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4566,ㄌㄧㄢ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W7,41,4,9,N,
variant_gid,Z,4572,ㄅㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4574,ㄒㄧㄢ,3,HEI_W5|KAICHU_MD|YUAN_W3W5,19,3,8,N,
variant_gid,Z,4576,ㄏㄨㄢ,2,BIAOKAI_W5|HEI_W7,2,2,1,N,
variant_gid,Z,4588,ㄒㄧ,1,KAICHU_MD,25,1,7,N,
variant_gid,Z,4589,ㄐㄧㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4590,ㄈㄨ,1,KAICHU_MD,3,1,2,N,
variant_gid,Z,4596,ㄕㄨ,2,KAICHU_MD|YUAN_W3W5,10,2,3,N,
variant_gid,Z,4607,ㄌㄤ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4618,ㄨㄟ,2,KAICHU_MD|YUAN_W3W5,5,2,4,N,
variant_gid,Z,4619,ㄔㄨㄥ,1,KAICHU_MD,9,1,3,N,
variant_gid,Z,4621,ㄈㄨ,2,BIAOKAI_W5|KAICHU_MD,7,2,3,N,
variant_gid,Z,4628,ㄊㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4630,ㄉㄢ,1,KAICHU_MD,7,1,1,N,
variant_gid,Z,4631,ㄑㄧㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,36,3,10,N,
variant_gid,Z,4633,ㄎㄜ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,16,3,3,N,
variant_gid,Z,4636,ㄊㄧㄠ,4,BIAOKAI_W5|HEI_W5|YUAN_W3W5|YUAN_W7,7,4,3,N,
variant_gid,Z,4637,ㄕㄟ,1,KAICHU_MD,3,1,3,N,
variant_gid,Z,4638,ㄌㄨㄣ,2,BIAOKAI_W5|KAICHU_MD,9,2,5,N,
variant_gid,Z,4647,ㄕㄤ,2,HEI_W7|KAICHU_MD,2,2,2,N,
variant_gid,Z,4653,ㄇㄞ,1,KAICHU_MD,4,1,2,N,
variant_gid,Z,4655,ㄓ,2,HEI_W7|KAICHU_MD,4,2,3,N,
variant_gid,Z,4659,ㄑㄩ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,4662,ㄏㄨㄞ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4663,ㄊㄧ,2,BIAOKAI_W5|KAICHU_MD,13,2,3,N,
variant_gid,Z,4664,ㄊㄚ,1,KAICHU_MD,7,1,1,N,
variant_gid,Z,4665,ㄘㄞ,1,KAICHU_MD,5,1,2,N,
variant_gid,Z,4673,ㄅㄟ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4675,ㄌㄨㄣ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,4679,ㄕ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,9,5,3,N,
variant_gid,Z,4682,ㄗㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4705,ㄩㄝ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4710,ㄎㄠ,2,KAICHU_MD|YUAN_W3W5,5,2,4,N,
variant_gid,Z,4712,ㄒㄧㄝ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4718,ㄧㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,4,4,3,N,
variant_gid,Z,4721,ㄩ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4731,ㄈㄚ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4733,ㄋㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4754,ㄐㄧ,1,YUAN_W3W5,4,1,1,N,
variant_gid,Z,4759,ㄉㄤ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4764,ㄑㄧ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4771,ㄅㄧ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,4775,ㄈㄣ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4778,ㄒㄩㄝ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,53,6,16,N,
variant_gid,Z,4780,ㄉㄠ,2,BIAOKAI_W5|KAICHU_MD,7,2,2,N,
variant_gid,Z,4791,ㄓㄢ,2,KAICHU_MD|YUAN_W7,4,2,4,N,
variant_gid,Z,4792,ㄕㄢ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4793,ㄩㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4794,ㄉㄤ,1,KAICHU_MD,6,1,1,N,
variant_gid,Z,4797,ㄐㄩ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,4,3,3,N,
variant_gid,Z,4799,ㄗㄜ,1,KAICHU_MD,6,1,4,N,
variant_gid,Z,4801,ㄘㄠ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
variant_gid,Z,4804,ㄉㄢ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,4806,ㄓㄥ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,10,4,8,N,
variant_gid,Z,4819,ㄕㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4824,ㄑㄧㄠ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,4826,ㄐㄧ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,5,4,4,N,
variant_gid,Z,4829,ㄌㄧ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,4833,ㄗㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4839,ㄐㄧ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4848,ㄕㄠ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,4849,ㄉㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4853,ㄊㄤ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4857,ㄉㄨ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,10,3,4,N,
variant_gid,Z,4880,ㄐㄧ,2,KAICHU_MD|YUAN_W3W5,4,2,4,N,
variant_gid,Z,4905,ㄌㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4907,ㄏㄢ,2,BIAOKAI_W5|YUAN_W3W5,2,2,1,N,
variant_gid,Z,4912,ㄋㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4928,ㄆㄤ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4933,ㄏㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4935,ㄎㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4939,ㄑㄧㄣ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,9,3,3,N,
variant_gid,Z,4947,ㄒㄧㄝ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4948,ㄗ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,3,3,3,N,
variant_gid,Z,4949,ㄋㄨㄛ,2,HEI_W7|YUAN_W3W5,2,2,1,N,
variant_gid,Z,4969,ㄕㄨ,1,BIAOKAI_W5,9,1,1,N,
variant_gid,Z,4971,ㄅㄧㄢ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,4972,ㄅㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,7,3,3,N,
variant_gid,Z,4973,ㄗㄨㄣ,3,HEI_W7|KAICHU_MD|YUAN_W3W5,4,3,3,N,
variant_gid,Z,4975,ㄒㄩㄢ,3,BIAOKAI_W5|HEI_W7|KAICHU_MD,14,3,5,N,
variant_gid,Z,4980,ㄒㄧㄥ,1,KAICHU_MD,5,1,3,N,
variant_gid,Z,4985,ㄘㄨㄛ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
variant_gid,Z,4986,ㄑㄧㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4989,ㄌㄨ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,6,N,
variant_gid,Z,4991,ㄓㄨㄟ,2,BIAOKAI_W5|KAICHU_MD,5,2,3,N,
variant_gid,Z,4999,ㄙㄨㄟ,2,KAICHU_MD|YUAN_W3W5,7,2,6,N,
variant_gid,Z,5000,ㄒㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5005,ㄏㄨㄛ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5009,ㄐㄧㄥ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,5013,ㄐㄧㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5014,ㄆㄧㄣ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5016,ㄊㄡ,2,BIAOKAI_W5|KAICHU_MD,15,2,6,N,
variant_gid,Z,5019,ㄘㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,28,3,6,N,
variant_gid,Z,5029,ㄍㄜ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,5040,ㄇㄛ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5044,ㄧㄡ,2,KAICHU_MD|YUAN_W3W5,4,2,4,N,
variant_gid,Z,5048,ㄌㄧ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,8,4,4,N,
variant_gid,Z,5056,ㄧㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,18,3,4,N,
variant_gid,Z,5059,ㄧㄥ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,5061,ㄇㄚ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5069,ㄅㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,17,4,5,N,
variant_gid,Z,5072,ㄧㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,9,4,6,N,
variant_gid,Z,5077,ㄒㄧ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,4,N,
variant_gid,Z,5080,ㄐㄧ,1,KAICHU_MD,47,1,3,N,
variant_gid,Z,5084,ㄘㄚ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5085,ㄋㄧ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,5096,ㄐㄧㄢ,2,BIAOKAI_W5|KAICHU_MD,10,2,5,N,
variant_gid,Z,5110,ㄐㄧ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5124,ㄧㄥ,3,KAICHU_MD|YUAN_W3W5|YUAN_W7,3,3,3,N,
variant_gid,Z,5133,ㄑㄧㄤ,1,KAICHU_MD,7,1,3,N,
variant_gid,Z,5135,ㄏㄨㄛ,1,KAICHU_MD,10,1,7,N,
variant_gid,Z,5137,ㄏㄨㄢ,1,KAICHU_MD,7,1,5,N,
variant_gid,Z,5141,ㄌㄧㄠ,2,KAICHU_MD|YUAN_W3W5,8,2,2,N,
variant_gid,Z,5168,ㄈㄣ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,5173,ㄙㄨㄛ,1,KAICHU_MD,5,1,3,N,
variant_gid,Z,5174,ㄐㄧ,1,BIAOKAI_W5,5,1,2,N,
variant_gid,Z,5180,ㄗㄨㄥ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
variant_gid,Z,5194,ㄕㄥ,2,KAICHU_MD|YUAN_W3W5,7,2,5,N,
variant_gid,Z,5201,ㄅㄧ,2,BIAOKAI_W5|KAICHU_MD,22,2,3,N,
variant_gid,Z,5202,ㄊㄨㄣ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,5205,ㄌㄧㄢ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,5207,ㄌㄧㄣ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,5208,ㄐㄩ,2,BIAOKAI_W5|KAICHU_MD,13,2,5,N,
variant_gid,Z,5221,ㄐㄧㄢ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5224,ㄓㄤ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5242,ㄐㄧㄤ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5245,ㄒㄧㄝ,1,BIAOKAI_W5,3,1,1,N,
variant_gid,Z,5251,ㄓㄨㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5252,ㄙㄞ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,21,3,2,N,
variant_gid,Z,5253,ㄍㄡ,2,KAICHU_MD|YUAN_W3W5,5,2,3,N,
variant_gid,Z,5266,ㄅㄧ,1,KAICHU_MD,5,1,4,N,
variant_gid,Z,5268,ㄏㄞ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,23,4,12,N,
variant_gid,Z,5269,ㄇㄞ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5297,ㄙㄨㄟ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5300,ㄐㄩ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5315,ㄉㄧㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,25,3,5,N,
variant_gid,Z,5331,ㄓ,1,KAICHU_MD,14,1,2,N,
variant_gid,Z,5334,ㄅㄞ,1,KAICHU_MD,23,1,2,N,
variant_gid,Z,5337,ㄉㄨㄢ,2,BIAOKAI_W5|KAICHU_MD,3,2,3,N,
variant_gid,Z,5349,ㄍㄨㄟ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5375,ㄌㄧ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,5380,ㄑㄧㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5386,ㄐㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5387,ㄌㄧㄤ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5390,ㄖㄠ,1,KAICHU_MD,4,1,2,N,
variant_gid,Z,5397,ㄈㄢ,1,KAICHU_MD,17,1,1,N,
variant_gid,Z,5398,ㄓ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5405,ㄌㄢ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,5431,ㄓㄨㄢ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,14,5,5,N,
variant_gid,Z,5436,ㄧ,2,KAICHU_MD|YUAN_W3W5,24,2,3,N,
variant_gid,Z,5451,ㄔㄨㄤ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,5454,ㄌㄧ,2,HEI_W5|KAICHU_MD,5,2,4,N,
variant_gid,Z,5455,ㄗㄚ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,5456,ㄕㄨㄤ,1,KAICHU_MD,57,1,5,N,
variant_gid,Z,5458,ㄐㄧ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,5465,ㄧㄢ,1,KAICHU_MD,3,1,2,N,
variant_gid,Z,5466,ㄊㄧ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,18,5,5,N,
variant_gid,Z,5478,ㄙㄨㄥ,2,HEI_W7|KAICHU_MD,11,2,4,N,
variant_gid,Z,5495,ㄌㄨㄥ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5496,ㄏㄨㄞ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5503,ㄏㄨㄞ,1,KAICHU_MD,5,1,1,N,
variant_gid,Z,5507,ㄌㄨㄥ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,5535,ㄞ,2,BIAOKAI_W5|YUAN_W3W5,2,2,2,N,
variant_gid,Z,5538,ㄨㄣ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,5542,ㄑㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5548,ㄕㄥ,1,KAICHU_MD,10,1,3,N,
variant_gid,Z,5561,ㄧㄠ,3,KAICHU_MD|YUAN_W3W5|YUAN_W7,83,3,2,N,
variant_gid,Z,5564,ㄧㄥ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5566,ㄒㄧㄝ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5574,ㄕ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,8,3,4,N,
variant_gid,Z,5575,ㄓㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,7,3,4,N,
variant_gid,Z,5581,ㄗㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5584,ㄉㄨㄣ,1,KAICHU_MD,6,1,4,N,
variant_gid,Z,5587,ㄉㄥ,1,KAICHU_MD,9,1,2,N,
variant_gid,Z,5589,ㄘㄨ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5593,ㄅㄧㄢ,1,KAICHU_MD,20,1,6,N,
variant_gid,Z,5601,ㄌㄧㄢ,1,KAICHU_MD,7,1,1,N,
variant_gid,Z,5611,ㄍㄨㄢ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,18,4,7,N,
variant_gid,Z,5613,ㄋㄢ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,9,4,3,N,
variant_gid,Z,5618,ㄩㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5619,ㄌㄟ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,21,3,8,N,
variant_gid,Z,5620,ㄩㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5650,ㄅㄠ,1,KAICHU_MD,13,1,4,N,
variant_gid,Z,5681,ㄐㄧ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5698,ㄐㄩㄝ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,24,5,8,N,
variant_gid,Z,5700,ㄧ,3,HEI_W7|KAICHU_MD|YUAN_W7,6,3,3,N,
variant_gid,Z,5702,ㄐㄧㄥ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,5706,ㄧㄥ,2,BIAOKAI_W5|KAICHU_MD,5,2,4,N,
variant_gid,Z,5714,ㄓㄨㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,3,3,2,N,
variant_gid,Z,5729,ㄒㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5742,ㄕㄨ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5744,ㄐㄩ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5746,ㄕㄜ,2,BIAOKAI_W5|KAICHU_MD,6,2,3,N,
variant_gid,Z,5747,ㄒㄧ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,5751,ㄌㄢ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,5763,ㄒㄩ,1,KAICHU_MD,5,1,3,N,
variant_gid,Z,5774,ㄌㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5776,ㄏㄨ,2,KAICHU_MD|YUAN_W3W5,5,2,4,N,
variant_gid,Z,5795,ㄌㄡ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5796,ㄒㄧㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,7,3,3,N,
variant_gid,Z,5827,ㄨㄢ,1,KAICHU_MD,7,1,2,N,
variant_gid,Z,5829,ㄊㄢ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,5830,ㄑㄩㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5831,ㄏㄨㄢ,1,KAICHU_MD,8,1,4,N,
variant_gid,Z,5836,ㄉㄧㄝ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,5843,ㄊㄧㄥ,2,KAICHU_MD|YUAN_W3W5,10,2,6,N,
variant_gid,Z,5844,ㄗㄤ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5848,ㄉㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5866,ㄗㄤ,1,HEI_W5,1,1,1,N,
variant_gid,Z,5898,ㄅㄧㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,20,3,10,N,
variant_gid,Z,5909,ㄧㄢ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W7,6,4,4,N,
variant_gid,Z,5911,ㄊㄧ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,50,5,12,N,
variant_gid,Z,5919,ㄓㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,5926,ㄍㄨㄢ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,5931,ㄖㄤ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,27,4,11,N,
variant_gid,Z,5939,ㄌㄧㄥ,1,KAICHU_MD,4,1,4,N,
variant_gid,Z,5943,ㄗㄡ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,7,3,2,N,
variant_gid,Z,5950,ㄧㄢ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,5954,ㄊㄧㄥ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5956,ㄨㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,5960,ㄍㄨㄢ,1,KAICHU_MD,9,1,6,N,
variant_gid,Z,5972,ㄗㄢ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,7834,ㄒㄧㄥ,2,BIAOKAI_W5|HEI_W7,9,2,1,N,
variant_gid,Z,9921,ㄍㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,10853,ㄉㄧㄢ,1,KAICHU_MD,2,1,2,N,
gid,*,595,ㄧ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,235,12,21,N,
gid,*,600,ㄐㄧㄡ,1,KAICHU_MD,4,1,3,N,
gid,*,601,,0,,64,6,16,N,KAICHU_MD:ㄌㄜ/ㄌㄧㄠ;YUAN_W3W5:ㄌㄜ/ㄌㄧㄠ
gid,*,602,ㄦ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,8,4,4,N,
gid,*,603,ㄖㄣ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,138,5,19,N,
gid,*,605,ㄖㄨ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,20,3,5,N,
gid,*,610,ㄌㄧ,6,BIAOKAI_W5|HEI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,52,6,13,N,
gid,*,612,ㄕ,3,BIAOKAI_W5|HEI_W5|KAICHU_MD,7,3,3,N,
gid,*,614,ㄧㄡ,2,BIAOKAI_W5|KAICHU_MD,10,2,4,N,
gid,*,615,ㄙㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,11,4,7,N,
gid,*,616,ㄒㄧㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,60,3,17,N,
gid,*,618,ㄕㄤ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,61,4,17,N,
gid,*,620,ㄨㄢ,1,KAICHU_MD,5,1,1,N,
gid,*,622,ㄐㄧㄡ,1,KAICHU_MD,1,1,1,N,
gid,*,624,ㄧㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,20,3,10,N,
gid,*,630,ㄕㄠ,1,KAICHU_MD,1,1,1,N,
gid,*,632,ㄔㄚ,1,KAICHU_MD,5,1,3,N,
gid,*,633,ㄎㄡ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W7,8,4,5,N,
gid,*,634,ㄊㄨ,1,KAICHU_MD,1,1,1,N,
gid,*,637,ㄉㄚ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,45,5,8,N,
gid,*,638,ㄋㄩ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,9,3,4,N,
gid,*,639,ㄗ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,36,5,11,N,
gid,*,643,ㄒㄧㄠ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,88,4,8,N,
gid,*,647,ㄔㄨㄢ,1,KAICHU_MD,1,1,1,N,
gid,*,648,ㄍㄨㄥ,2,BIAOKAI_W5|KAICHU_MD,5,2,3,N,
gid,*,649,ㄐㄧ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,63,6,13,N,
gid,*,650,ㄧ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
gid,*,652,ㄐㄧㄣ,1,HEI_W5,1,1,1,N,
gid,*,656,ㄍㄨㄥ,1,KAICHU_MD,9,1,1,N,
gid,*,657,ㄘㄞ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,17,4,7,N,
