reference_mode,variant,glyph_id,body,style_support_count,style_groups,occurrence_count,font_count,file_count,conflict,conflict_detail
variant_gid,Z,3071,ㄏㄢ,1,KAICHU_MD,6,1,3,N,
variant_gid,Z,3072,ㄏㄜ,2,KAICHU_MD|YUAN_W3W5,2,2,2,N,
variant_gid,Z,3073,ㄔㄨㄢ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3075,ㄒㄧ,1,KAICHU_MD,10,1,5,N,
variant_gid,Z,3082,ㄉㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,18,3,7,N,
variant_gid,Z,3091,ㄏㄡ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,3094,ㄨㄟ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3097,ㄔㄤ,2,BIAOKAI_W5|KAICHU_MD,14,2,6,N,
variant_gid,Z,3100,ㄅㄠ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3110,ㄇㄟ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3115,ㄏㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3119,ㄗㄨㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3120,ㄒㄩㄣ,2,YUAN_W3W5|YUAN_W7,2,2,1,N,
variant_gid,Z,3121,ㄐㄧㄡ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,22,3,11,N,
variant_gid,Z,3131,ㄐㄧ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,3138,ㄈㄨ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3139,ㄒㄩㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3144,ㄇㄣ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3157,ㄩ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,3163,ㄓㄤ,1,KAICHU_MD,11,1,7,N,
variant_gid,Z,3164,ㄇㄧㄠ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,3170,ㄔㄚ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3172,ㄊㄧ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,24,5,6,N,
variant_gid,Z,3173,ㄨㄛ,1,KAICHU_MD,9,1,4,N,
variant_gid,Z,3178,ㄩㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3180,ㄏㄨㄢ,2,BIAOKAI_W5|KAICHU_MD,10,2,6,N,
variant_gid,Z,3186,ㄍㄢ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3187,ㄙㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3188,ㄅㄢ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3193,ㄑㄧㄥ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3195,ㄐㄧㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3200,ㄘㄥ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3201,ㄊㄧ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3202,ㄑㄧ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,16,3,5,N,
variant_gid,Z,3215,ㄅㄤ,2,BIAOKAI_W5|KAICHU_MD,12,2,2,N,
variant_gid,Z,3238,ㄧㄡ,1,KAICHU_MD,4,1,2,N,
variant_gid,Z,3246,ㄓㄚ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3247,ㄐㄧㄢ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,3251,ㄏㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3259,ㄘㄜ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3274,ㄐㄧㄠ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3276,ㄨ,2,BIAOKAI_W5|YUAN_W7,2,2,1,N,
variant_gid,Z,3277,ㄖㄢ,2,BIAOKAI_W5|KAICHU_MD,7,2,4,N,
variant_gid,Z,3278,ㄓㄨ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3280,ㄆㄞ,1,BIAOKAI_W5,3,1,1,N,
variant_gid,Z,3301,ㄏㄨㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,11,3,3,N,
variant_gid,Z,3303,ㄌㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3304,ㄊㄨㄥ,1,YUAN_W3W5,8,1,1,N,
variant_gid,Z,3309,ㄙㄨㄢ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3310,ㄉㄥ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3311,ㄈㄚ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,39,5,10,N,
variant_gid,Z,3317,ㄉㄨㄢ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3323,ㄔㄥ,2,BIAOKAI_W5|KAICHU_MD,5,2,3,N,
variant_gid,Z,3329,ㄊㄨㄥ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,3331,ㄉㄥ,2,BIAOKAI_W5|KAICHU_MD,10,2,4,N,
variant_gid,Z,3332,ㄘㄜ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3336,ㄉㄚ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3344,ㄐㄧㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,9,3,7,N,
variant_gid,Z,3351,ㄍㄟ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,13,3,6,N,
variant_gid,Z,3355,ㄕㄢ,2,KAICHU_MD|YUAN_W3W5,4,2,3,N,
variant_gid,Z,3356,ㄒㄧㄤ,2,BIAOKAI_W5|YUAN_W3W5,4,2,1,N,
variant_gid,Z,3366,ㄓㄤ,1,YUAN_W3W5,4,1,1,N,
variant_gid,Z,3372,ㄕㄨ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,6,4,4,N,
variant_gid,Z,3385,ㄓㄜ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,35,4,14,N,
variant_gid,Z,3389,ㄐㄩㄣ,2,KAICHU_MD|YUAN_W3W5,4,2,2,N,
variant_gid,Z,3396,ㄘㄞ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,14,3,5,N,
variant_gid,Z,3414,ㄕ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,5,N,
variant_gid,Z,3415,ㄓㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3417,ㄆㄧㄥ,3,BIAOKAI_W5|HEI_W7|KAICHU_MD,5,3,2,N,
variant_gid,Z,3425,ㄙㄨ,2,BIAOKAI_W5|KAICHU_MD,4,2,4,N,
variant_gid,Z,3426,ㄓㄣ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,3429,ㄒㄧㄤ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,3432,ㄊㄧㄝ,1,KAICHU_MD,6,1,5,N,
variant_gid,Z,3436,ㄈㄟ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3439,ㄇㄞ,2,BIAOKAI_W5|KAICHU_MD,10,2,4,N,
variant_gid,Z,3443,ㄩㄝ,1,KAICHU_MD,6,1,4,N,
variant_gid,Z,3444,ㄔㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3445,ㄔㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3447,ㄐㄩ,2,HEI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,3450,ㄆㄠ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,79,5,8,N,
variant_gid,Z,3460,ㄓㄡ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3462,ㄐㄧㄣ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,37,5,15,N,
variant_gid,Z,3466,ㄒㄧㄤ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3469,ㄙㄨ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,3470,ㄌㄧㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,5,3,4,N,
variant_gid,Z,3482,ㄎㄞ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,28,3,12,N,
variant_gid,Z,3484,ㄐㄧㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,18,3,8,N,
variant_gid,Z,3485,ㄒㄧㄢ,1,KAICHU_MD,3,1,3,N,
variant_gid,Z,3487,ㄉㄨㄟ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,9,3,3,N,
variant_gid,Z,3488,ㄐㄧㄝ,1,KAICHU_MD,3,1,2,N,
variant_gid,Z,3499,ㄐㄧ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3504,ㄒㄧㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,6,N,
variant_gid,Z,3505,ㄕㄨㄣ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,11,3,6,N,
variant_gid,Z,3509,ㄈㄢ,2,BIAOKAI_W5|YUAN_W3W5,2,2,2,N,
variant_gid,Z,3511,ㄧㄣ,2,KAICHU_MD|YUAN_W3W5,7,2,4,N,
variant_gid,Z,3517,ㄏㄟ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3518,ㄌㄨㄢ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3522,ㄔㄨㄢ,2,BIAOKAI_W5|KAICHU_MD,33,2,6,N,
variant_gid,Z,3524,ㄑㄧㄥ,1,KAICHU_MD,3,1,3,N,
variant_gid,Z,3526,ㄕㄤ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3535,ㄑㄧㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3536,ㄕ,2,HEI_W5|KAICHU_MD,10,2,4,N,
variant_gid,Z,3543,ㄇㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,28,3,12,N,
variant_gid,Z,3556,ㄩㄢ,2,KAICHU_MD|YUAN_W3W5,4,2,3,N,
variant_gid,Z,3557,ㄩㄢ,2,BIAOKAI_W5|KAICHU_MD,16,2,6,N,
variant_gid,Z,3559,ㄙㄨ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3564,ㄊㄧㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3571,ㄠ,1,BIAOKAI_W5,5,1,2,N,
variant_gid,Z,3576,ㄇㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,25,3,5,N,
variant_gid,Z,3590,ㄨㄟ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
variant_gid,Z,3592,ㄧ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,26,5,10,N,
variant_gid,Z,3594,ㄍㄢ,4,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5,21,4,7,N,
variant_gid,Z,3595,ㄒㄧㄤ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,69,5,13,N,
variant_gid,Z,3596,ㄞ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,14,4,3,N,
variant_gid,Z,3599,ㄩ,1,BIAOKAI_W5,2,1,1,N,
variant_gid,Z,3600,ㄕㄣ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3616,ㄉㄚ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3623,ㄑㄧㄤ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3624,ㄧㄠ,1,KAICHU_MD,7,1,1,N,
variant_gid,Z,3629,ㄒㄧㄣ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3630,ㄢ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3633,ㄩㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3634,ㄋㄨㄢ,2,BIAOKAI_W5|KAICHU_MD,5,2,3,N,
variant_gid,Z,3638,ㄏㄨㄟ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,78,6,12,N,
variant_gid,Z,3640,ㄧㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,9,3,3,N,
variant_gid,Z,3641,ㄔㄨ,3,HEI_W7|KAICHU_MD|YUAN_W3W5,8,3,3,N,
variant_gid,Z,3645,ㄐㄧ,2,YUAN_W3W5|YUAN_W7,2,2,1,N,
variant_gid,Z,3663,ㄐㄧㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3669,ㄩㄢ,1,KAICHU_MD,8,1,2,N,
variant_gid,Z,3670,ㄍㄡ,5,BIAOKAI_W5|HEI_W5|HEI_W7|KAICHU_MD|YUAN_W7,10,5,3,N,
variant_gid,Z,3676,ㄋㄧ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,3677,ㄨㄣ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,3,3,3,N,
variant_gid,Z,3678,ㄏㄨㄚ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3679,ㄓㄨㄣ,1,KAICHU_MD,11,1,8,N,
variant_gid,Z,3683,ㄒㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3691,ㄓㄠ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,11,3,6,N,
variant_gid,Z,3701,ㄧㄝ,2,KAICHU_MD|YUAN_W3W5,2,2,2,N,
variant_gid,Z,3717,ㄉㄤ,2,BIAOKAI_W5|KAICHU_MD,14,2,7,N,
variant_gid,Z,3730,ㄐㄧㄥ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3734,ㄉㄨ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3742,ㄞ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3744,ㄆㄥ,1,KAICHU_MD,3,1,2,N,
variant_gid,Z,3755,ㄐㄧㄣ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3767,ㄐㄧㄝ,1,KAICHU_MD,5,1,1,N,
variant_gid,Z,3774,ㄐㄧㄥ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,17,5,7,N,
variant_gid,Z,3780,ㄓ,2,KAICHU_MD|YUAN_W3W5,6,2,6,N,
variant_gid,Z,3783,ㄕㄨ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,3785,ㄒㄧㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3786,ㄑㄩㄣ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3787,ㄕㄥ,1,KAICHU_MD,7,1,1,N,
variant_gid,Z,3792,ㄧㄠ,1,KAICHU_MD,4,1,2,N,
variant_gid,Z,3793,ㄔㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,6,3,3,N,
variant_gid,Z,3796,ㄐㄧㄠ,2,BIAOKAI_W5|KAICHU_MD,85,2,7,N,
variant_gid,Z,3798,ㄈㄨ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,3800,ㄋㄠ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,3801,ㄐㄧㄡ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3805,ㄌㄨㄛ,1,KAICHU_MD,6,1,3,N,
variant_gid,Z,3810,ㄧㄝ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,3822,ㄏㄠ,3,HEI_W7|KAICHU_MD|YUAN_W3W5,8,3,4,N,
variant_gid,Z,3838,ㄅㄨ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,3840,ㄓㄨㄤ,2,KAICHU_MD|YUAN_W3W5,4,2,2,N,
variant_gid,Z,3841,ㄌㄧ,1,KAICHU_MD,10,1,6,N,
variant_gid,Z,3846,ㄐㄧㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,20,4,6,N,
variant_gid,Z,3848,ㄍㄞ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,6,3,4,N,
variant_gid,Z,3849,ㄒㄧㄤ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,3850,ㄕ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,38,4,12,N,
variant_gid,Z,3857,ㄏㄨㄚ,2,KAICHU_MD|YUAN_W3W5,8,2,6,N,
variant_gid,Z,3860,ㄒㄩㄣ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,5,3,4,N,
variant_gid,Z,3871,ㄗ,2,KAICHU_MD|YUAN_W3W5,8,2,3,N,
variant_gid,Z,3879,ㄍㄣ,2,BIAOKAI_W5|KAICHU_MD,12,2,5,N,
variant_gid,Z,3881,ㄌㄨ,3,BIAOKAI_W5|HEI_W5|KAICHU_MD,11,3,8,N,
variant_gid,Z,3882,ㄊㄧㄠ,2,BIAOKAI_W5|KAICHU_MD,58,2,5,N,
variant_gid,Z,3888,ㄐㄧㄠ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,10,3,8,N,
variant_gid,Z,3889,ㄗㄞ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,3894,ㄩㄣ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,38,5,14,N,
variant_gid,Z,3895,ㄧㄡ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,5,N,
variant_gid,Z,3896,ㄉㄠ,5,BIAOKAI_W5|HEI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,14,5,7,N,
variant_gid,Z,3898,ㄉㄚ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,20,5,6,N,
variant_gid,Z,3902,ㄩ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,8,4,5,N,
variant_gid,Z,3904,ㄍㄨㄛ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,57,4,14,N,
variant_gid,Z,3925,ㄌㄧㄥ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,3941,ㄉㄧㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,6,3,3,N,
variant_gid,Z,3947,ㄩ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,3949,ㄉㄨㄣ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,3957,ㄔ,1,KAICHU_MD,4,1,1,N,
variant_gid,Z,3964,ㄍㄨ,4,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5,6,4,3,N,
variant_gid,Z,3965,ㄕㄨ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,3973,ㄒㄧㄤ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,10,3,4,N,
variant_gid,Z,3980,ㄏㄨㄚ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,3987,ㄔㄤ,1,KAICHU_MD,9,1,5,N,
variant_gid,Z,4000,ㄊㄨㄢ,2,KAICHU_MD|YUAN_W7,6,2,3,N,
variant_gid,Z,4001,ㄊㄨ,2,BIAOKAI_W5|YUAN_W7,3,2,1,N,
variant_gid,Z,4004,ㄐㄧㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,10,3,5,N,
variant_gid,Z,4006,ㄉㄧㄢ,1,KAICHU_MD,11,1,1,N,
variant_gid,Z,4011,ㄏㄨㄛ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4012,ㄇㄥ,2,BIAOKAI_W5|YUAN_W7,3,2,1,N,
variant_gid,Z,4014,ㄉㄨㄛ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4028,ㄕ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,8,3,3,N,
variant_gid,Z,4032,ㄔㄚ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,8,3,5,N,
variant_gid,Z,4033,ㄉㄨㄟ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,62,6,13,N,
variant_gid,Z,4035,ㄓㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4052,ㄇㄢ,3,BIAOKAI_W5|HEI_W7|KAICHU_MD,13,3,5,N,
variant_gid,Z,4053,ㄍㄨㄢ,2,KAICHU_MD|YUAN_W3W5,12,3,5,N,
variant_gid,Z,4060,ㄓㄞ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4065,ㄓㄜ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4075,ㄔㄤ,2,KAICHU_MD|YUAN_W3W5,4,2,2,N,
variant_gid,Z,4083,ㄍㄤ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4097,ㄑㄧㄢ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4098,ㄍㄜ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4101,ㄧㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,9,3,5,N,
variant_gid,Z,4102,ㄍㄨㄣ,1,KAICHU_MD,42,1,2,N,
variant_gid,Z,4110,ㄆㄧㄠ,1,KAICHU_MD,21,1,1,N,
variant_gid,Z,4112,ㄇㄢ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,4,3,2,N,
variant_gid,Z,4116,ㄐㄧㄢ,2,BIAOKAI_W5|KAICHU_MD,6,2,4,N,
variant_gid,Z,4135,ㄦ,2,BIAOKAI_W5|YUAN_W3W5,2,2,2,N,
variant_gid,Z,4136,ㄎㄠ,1,HEI_W7,1,1,1,N,
variant_gid,Z,4146,ㄧ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4152,ㄐㄧㄣ,2,BIAOKAI_W5|KAICHU_MD,3,2,3,N,
variant_gid,Z,4154,ㄇㄧㄠ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,4157,ㄕㄨㄟ,2,KAICHU_MD|YUAN_W3W5,2,2,2,N,
variant_gid,Z,4165,ㄈㄨ,1,YUAN_W3W5,2,1,1,N,
variant_gid,Z,4167,ㄓㄨㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,11,3,7,N,
variant_gid,Z,4168,ㄔㄥ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,7,3,5,N,
variant_gid,Z,4173,ㄍㄨㄢ,1,YUAN_W3W5,4,1,1,N,
variant_gid,Z,4175,ㄐㄧㄢ,2,KAICHU_MD|YUAN_W3W5,3,2,2,N,
variant_gid,Z,4177,ㄙㄨㄢ,1,KAICHU_MD,6,1,4,N,
variant_gid,Z,4186,ㄐㄧㄥ,1,KAICHU_MD,4,1,3,N,
variant_gid,Z,4193,ㄐㄧㄣ,2,BIAOKAI_W5|KAICHU_MD,8,2,3,N,
variant_gid,Z,4195,ㄨㄤ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4202,ㄨㄟ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,6,3,5,N,
variant_gid,Z,4203,ㄒㄩ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,29,6,2,N,
variant_gid,Z,4210,ㄨㄣ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4211,ㄐㄩ,1,KAICHU_MD,2,1,2,N,
variant_gid,Z,4218,ㄊㄨㄟ,2,BIAOKAI_W5|KAICHU_MD,46,2,6,N,
variant_gid,Z,4221,ㄊㄞ,2,BIAOKAI_W5|KAICHU_MD,5,2,2,N,
variant_gid,Z,4222,ㄩ,5,BIAOKAI_W5|HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,29,5,9,N,
variant_gid,Z,4224,ㄨ,1,KAICHU_MD,12,1,1,N,
variant_gid,Z,4234,ㄍㄞ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4239,ㄘㄤ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4250,ㄑㄩㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4257,ㄓ,1,KAICHU_MD,2,1,1,N,
variant_gid,Z,4263,ㄩ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W7,4,3,2,N,
variant_gid,Z,4265,ㄖㄣ,2,BIAOKAI_W5|KAICHU_MD,8,2,5,N,
variant_gid,Z,4268,ㄨ,1,BIAOKAI_W5,3,1,1,N,
variant_gid,Z,4269,ㄕㄨㄛ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,38,3,10,N,
variant_gid,Z,4278,ㄇㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4284,ㄍㄢ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4286,ㄈㄨ,1,BIAOKAI_W5,4,1,1,N,
variant_gid,Z,4288,ㄑㄧㄥ,1,KAICHU_MD,16,1,7,N,
variant_gid,Z,4290,ㄌㄚ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4291,ㄩㄢ,2,BIAOKAI_W5|KAICHU_MD,2,2,2,N,
variant_gid,Z,4326,ㄓㄤ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4327,ㄐㄧ,1,YUAN_W7,1,1,1,N,
variant_gid,Z,4330,ㄒㄩ,4,HEI_W7|KAICHU_MD|YUAN_W3W5|YUAN_W7,13,5,9,N,
variant_gid,Z,4335,ㄌㄧㄥ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,4351,ㄇㄜ,4,BIAOKAI_W5|HEI_W5|YUAN_W3W5|YUAN_W7,26,4,4,N,
variant_gid,Z,4352,ㄅㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4353,ㄑㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4355,ㄧ,1,KAICHU_MD,16,1,2,N,
variant_gid,Z,4358,ㄐㄧㄚ,2,BIAOKAI_W5|YUAN_W7,6,2,1,N,
variant_gid,Z,4364,ㄐㄩ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4365,ㄆㄧ,1,KAICHU_MD,3,1,1,N,
variant_gid,Z,4371,ㄌㄠ,1,BIAOKAI_W5,1,1,1,N,
variant_gid,Z,4376,ㄗㄨㄟ,1,YUAN_W3W5,1,1,1,N,
variant_gid,Z,4387,ㄗㄥ,4,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5|YUAN_W7,10,4,3,N,
variant_gid,Z,4394,ㄒㄧ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4395,ㄒㄧㄢ,1,BIAOKAI_W5,13,1,1,N,
variant_gid,Z,4403,ㄒㄧㄝ,3,BIAOKAI_W5|KAICHU_MD|YUAN_W3W5,7,3,4,N,
variant_gid,Z,4411,ㄈㄟ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4412,ㄔㄨ,2,BIAOKAI_W5|KAICHU_MD,3,2,2,N,
variant_gid,Z,4413,ㄇㄧㄠ,1,KAICHU_MD,1,1,1,N,
variant_gid,Z,4415,ㄍㄨㄤ,2,BIAOKAI_W5|KAICHU_MD,4,2,3,N,
variant_gid,Z,4418,ㄧㄥ,2,BIAOKAI_W5|KAICHU_MD,6,2,3,N,
variant_gid,Z,4420,ㄓㄥ,1,KAICHU_MD,2,1,1,N,
